회사명,회사의종류,리뷰어분야,직원여부,지역,날짜,제목,좋은점,나쁜점,희망사항(경영진에게),성장,추천,승진기회가능성점수,복지급여점수,업무와 삶의 균형 점수,사내문화점수,경영진점수
하이브,미디어/디자인,미디어/홍보,전직원,서울,2021. 04,성장하는 단계여서 가능성과 불안감이 공존하고 장단점이 확실하다,성장하는 스타트업으로 혁신적으로 변화하는 엔터테인먼트의 문화와 분위기를 느낄수 있음연봉 좋은 편,회의가 많고 비효율적 업무 진행 소통의 어려움워라벨 없음 (팀바팀일 수 있음),"끼리끼리의 문화, 직원들의 불만을 듣지만 말고 해결책을 만들어가야 한다",이 기업은 1년 후      비슷할 것이다.,이 기업을 추천하지 않습니다.,40,60,40,20,40
하이브,미디어/디자인,미디어/홍보,전직원,서울,2021. 04,기업이 큰만큼 복지는 좋다 건물이 좋다 갈리는 업무강도만큼 나중에 성과금이 쎄게 들어오지만 내 잃어버린 건강을 찾는데 쓰임,팀바이 팀이겠지만 연차쓰거나 일을 하는데 너무 딱딱한 분위기는 아님,크다고 다 좋은 회사일까 주먹구구식과 서로 자기잘못 아니라고 미루느라 눈치싸움 오지고요,회사가 점차적으로 커지는것은 참 좋은 것이지만 그전에 정리부터 제대로 하고 일을 벌리시길,이 기업은 1년 후      비슷할 것이다.,이 기업을 추천하지 않습니다.,60,80,40,60,60
하이브,미디어/디자인,기획/경영,전직원,서울,2021. 04,직원들이 대우받으며 일할 수 있는곳 입니다,"연차를 자유롭게 쓸수 있습니다
수평적 구조로 업무환경이 자유롭습니다","연봉이 많긴한데 야근이 자주 있어
워라벨이 적음
비교적 일찍 집에 들어가는날에도
눈치를 바야함","신규사업 추진에 적극적인 의지를 보여줬으면
야근을 조금 줄여주세요",이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천하지 않습니다.,60,80,60,60,60
하이브,미디어/디자인,마케팅/시장조사,현직원,서울,2021. 04,밖에서 듣고 봤던 것 보다는 입사해보니 다니기 좋은 회사,자유로운 분위기무제한 연차자율 출퇴근직원들의 복지를 생각해주는게 많이 보임,수평조직이라 좋은점도 있겠지만 말도 안되는 소리를 들어줘야함. 원래 있던 직원들과 최근에 입사한 직원들간의 갭이 큼(역량면에서) 엔터는 원래 그래라는 마인드로 고여버린 오래된 직원이 많음.,"모두가 한마음 한뜻으로 가야하는 상황에서 그렇지 않은 직원이 너무 많습니다. 역량이 안되는 직원들, 능력있는 직원들을 맞는 자리 위치로 보내주세요",이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천 합니다!,80,100,60,80,80
하이브,미디어/디자인,기획/경영,현직원,서울,2021. 04,신사옥 옮겨서 위치 시설 식당 좋지만 워라밸 안좋고 야근에 또 야근이에요 힘들어서 죽겟네요,시설좋고 사내식당 좋아요 앞으로 성장가능성 있고 인센나오는 정도,야근이 너무많고 주말출근도 잦아요 퇴근할때 눈치주고 워라밸은 절 대 기대 노,직원 소중한줄 아세요... 야근만이 답이 아니에요 시설만 좋은게 다인가요,이 기업은 1년 후      비슷할 것이다.,이 기업을 추천하지 않습니다.,60,60,40,60,60
하이브,미디어/디자인,마케팅/시장조사,현직원,서울,2021. 03,"성장 가능성이 높은 회사, 직원을 그래도 생각하는 회사",복지도 발전하고있고신사옥이 좋다대외적으로 유명하고 성장 가능성 높은회사,주말 연락 당연야근을 밥먹듯이 한다부서간의 기싸움이 있다,직원들에게 신뢰를 보여주었으면 좋겠다. 조금 더 소통하면 좋겠다,이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천하지 않습니다.,40,80,40,60,60
하이브,미디어/디자인,마케팅/시장조사,전직원,서울,2021. 03,"업무 체계 없음..노는 사람들이 반..바쁜 사람들만 바쁘고 rnr 엉망, 고인물이 판을 침","자율출퇴근제, 연차 무제한(다 못쓰는 건 함정)가끔 아티스트를 볼 수 있음",일을 위한 일을 할 수가 없다.개인적인 거긴 하지만.. 회사 비전에 의문이 든다.인재 채용 기준 알 수 없음...,취하지 말고 직원들의 의견에 귀 기울이길...예술과 상업 그 사이에서 균형 잘 잡길,이 기업을 추천하지 않습니다.,이 기업을 추천하지 않습니다.,40,80,40,40,20
하이브,미디어/디자인,기획/경영,현직원,서울,2021. 03,돈을 잘 못 쓰는 돈 많은 사람들의 모임이라고 생각합니다,다른 회사에 비하여 시설이 굉장히 좋다호텔같은 시설 직장이 넓다,꼰대들이 너무 많아서 일하기가 힘들다짜증이 난다돈을 못씀,이상한 곳에 돈 쓰지 말아 주세요 아티스트들에게 득이되는 곳에 돈 쓰세요,이 기업은 1년 후      비슷할 것이다.,이 기업을 추천 합니다!,40,60,60,40,40
하이브,미디어/디자인,미디어/홍보,전직원,서울,2021. 03,"가장 창의적이어야 할 곳이 의외로 가장 보수적이며, 퀄리티보다 가성비와 물량공세로 승부보는 곳.크리에이티브 없이, 공무원처럼 다니고싶다면 이만한 곳이 없을 것 같다.","때마다 챙겨주는 인센티브와 간식거리들, 활용도 높은 휴게공간. 사용할 시간은 없지만 어쨌든 모두에게 제공되는 무제한 연차.",창의성 따위 개나주고 그냥 원래 하던대로 하라고 지시하며 단지 몇개월 더 일찍 들어왔다는 이유로 텃세를 부리는 직원들을 지지하는 윗선이 너무나 견고하다.,고인물들의 인맥을 동원한 인원충원은 회사에 전혀 도움을 주지 못한다. 인사를 제대로 진행했으면 한다,이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천하지 않습니다.,40,80,20,40,40
하이브,미디어/디자인,기획/경영,전직원,서울,2021. 03,빛좋은 개살구겉보기엔 정말 좋은회사이력서에 쓰기 좋은회사,무제한 연차. 카페테리아. 수평적 조직(나름). 깨끗한 사무실.,장점 제외한 전부 결재라인도 너무 많고 높은 퇴사율..다 이유가 있지 않을까요,바라는점 말해도 안들어주긴 하나? 포기하시는게 빠를듯.. 소잃고 외양간 고치지 마세요~,이 기업은 1년 후      비슷할 것이다.,이 기업을 추천하지 않습니다.,20,60,20,40,20
하이브,미디어/디자인,디자인,현직원,서울,2021. 03,졸부라 돈은 많고 인센 많이 주긴 하지만.. 대기업 흉내내고싶은 구멍가게,직급이 없고 서로간의 연차를 잘 모르니 개인의 역량 위주의 성장이 가능하다는점..?,"전체적으로 회사가 시스템이 1도 없음 ^^ 매번 바뀌는 인사 및 각종 제도, 성과를 판단할 시스템이 없는데 보상 차등지급은 어떤 기준으로 이뤄지는지 모르겠음 ㅎ",여러 곳에서 좋은 사람들 데리고 모아놓고는 윗분들이 다 망치고 있는 것 같아요.. 제발 현명한 판단과 회사운영 부탁드려요,이 기업을 추천 합니다!,이 기업을 추천 합니다!,80,100,80,80,40
하이브,미디어/디자인,기획/경영,전직원,서울,2021. 03,직원들에게 여러가지 복지를 하려고 노력하는 회사. 고생한만큼 대우는 어느정도 괜찮은편.,"직원들에게 다양한 복지를 시도하며, 동종업계에선 상당히 높은 수준의 복지를 제공. 

기업성과가 좋으면 전직원에게 인센티브를 제공하며, 핵심인력에겐 추가 인센티브를 별도로 제공한다.

수평적인 분위기이며, 엔터회사답게 근무환경도 자유로운편.

부서에 따라 다르지만 엔터회사라는 틀에서 벗어나 다양한 업종에서 비롯되는 업무를 경험해볼 수 있음.","직원 복지가 다양하긴 하나, 뭐랄까 단순 퍼포먼스적인 복지도 존재함.(직원은 복지라고 생각하지 않은데, 회사는 복지라고 생각하는?)

여러 리뷰에서 이야기하듯 월급루팡이 많음. 월급은 챙겨가면서 일은 안하고 입으로만 일하면서 부서간 업무의 효율을 떨어트리는 사람들이 곳곳에 있음.(이런 사람들은 막상 해고도 안됌)

다양한 업종에 도전하는만큼 체계적이고 준비되지 않은상태로 일부터 저지르고 주먹구구식으로 뒷수습하는 경우가 많음.",신규사업 진행 시 사이드이펙트를 체크해가면서 진행했으면 함.,이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천 합니다!,60,80,20,60,40
하이브,미디어/디자인,기획/경영,전직원,서울,2021. 03,겉보기에는 화려하지만 속은 아비규환 ㅠㅜ 친구경영이 심한 회사,무제한 연차가 있으나 그렇게 무한 쓸수는 없다(팀바팀)빵과 음료를 제공한다,회의가 지나치게많다 회의를 한다고 문제가해결되는것도 아닌데 회의하나에 두세시간 기본. 네다섯시간도 붙잡고 있다. 비효율이 넘쳐난다..경영진의 친구나 지인이 아니면 살아남기 힘든 곳,친구경영을 멈춰주세요ㅠㅠ 좋은 자질을 갖춘 회사라고 생각했는데 안타깝습니다,이 기업을 추천하지 않습니다.,이 기업을 추천하지 않습니다.,20,40,40,20,20
하이브,미디어/디자인,기획/경영,전직원,서울,2021. 02,겉에서 보는것과 밖에서 보는것이 다름실제로도 많은 다른 것을 느낌,연차를 눈치은볼수 있으나 업무 분위기는 자유로운것 같다,수습제도가 있는데 온보딩이라고 하지만 실제로는 평가받는 수습제도임,점점 누구는 평가하는 사람과 평가를 받는 사람만으로 구분되어져 가는것 같음,이 기업은 1년 후      비슷할 것이다.,이 기업을 추천하지 않습니다.,40,40,40,40,40
하이브,미디어/디자인,기획/경영,현직원,서울,2021. 02,엔터 중 가장 커지고자 하는 욕망이 있는 회사,사업이 계속 커지고 있음 여기저기 다 끌여드리다가 다 잡아먹을 것 같음 엔터 중에 가장 큰 회사가 되겠다는 경영의지가 있음 감당할 수 있을 사람에겐 추천 과연 성공할 수 있을지는 의문,야근이 일상 일은 많은데 업무적인 성장이 불가한곳 계속 위로 경력직만 뽑고 내가 하는일은 변함없고나 빼앗기는 곳 늦게출근 늦게퇴근 일상 패턴 다 깨짐,신규 사업 추진 열정 쩌는 경영진분들 화이팅하십시오 꼭 성공하시길 기원합니다 직원들도 그냥 다 여기저기서 만능인 사람 끌여다 놓고 잘 해보십시오 화이팅입니다,이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천하지 않습니다.,20,20,20,20,20
하이브,미디어/디자인,금융/재무,현직원,서울,2021. 02,야근에 야근에 야근 열심히 해도 위로 꽂혀서 결국 하던 업무만 하다 지치게 되는 곳,연차 자유롭게 쓸수 있고 무제한 음료 가능 하지만 시간이 없어 못함,비밀이 왜이렇게 많은지 모르겠다 회식에만 적용하는 수평적구조,기존 인원의 성장없이 대기업출신들 꽂으면 뭐합니까 업무에 도움이 안되는데,이 기업을 추천하지 않습니다.,이 기업을 추천하지 않습니다.,20,80,20,60,20
하이브,미디어/디자인,개발,전직원,서울,2021. 02,처우 괜찮은듯 하여 잠시 일했던 곳이지만 엔터계 출신들의 커뮤니케이션 불협화음으로 힘들었다,신사업에 적극적으로 투자한다처우가 괜찮은편 동종업계치고 엔터임에도 불구,"엔터계사우들의 의견이 너무 강하다개발플로우를 이해를 하지못하고, 스케줄링이 개판이다 프로젝트를 이끌진 못하고 아이디어는 많은편","분사를 하셨으면 관련pm들도 그에 합당한 인물들로 바꿔야할듯 합니다.신입이 너무 없어요 출신이 다양해서 빅히트 색깔의 인재가 전혀 없다. 넷마블 스타일,cj스타일,에스엠스타일 등.. 자기방식이 제일 효율적인 사람들끼리 전회사 의리로 똘똘 뭉쳐있는 구조.. 과연 빅히트 색깔은 무엇인가? 개판도 이런 개판이없다",이 기업을 추천하지 않습니다.,이 기업을 추천하지 않습니다.,80,100,80,80,20
하이브,미디어/디자인,기획/경영,현직원,서울,2021. 02,"본인들이 생각해둔 틀에  맞춰 뽑고자 하나, 스펙이 좋으면 통과",빅히트라는 이름만 들어도 BTS 라는 이름이 바로 나와서 자랑스러움,조직문화 엉망.그 어느 회사보다 정치적이고 치사하고 비열한 조직임본인들과 친하고 스펙좋으면 무조건 프리패스돈도 그런사람들에게 후하게 줌 인센도 몇천~억까지도 더 줌,제발 열심히 일만 묵묵히 하는 사람을 거두고 아낄줄 알길..,이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천하지 않습니다.,40,60,20,40,40
하이브,미디어/디자인,기획/경영,전직원,서울,2021. 01,워라밸 없이 언제 어디서나 일하고 싶은 분들에게 추천함,자율출퇴근제다양한 음료와 먹거리전체적으로 젊은 분위기,회사가 커지기만 하고 내부적으로는 체계가 너무 없음일이 너무 많아서 워라밸도 없고 휴일도 없음,실무자의 입장에서 현실적으로 필요한 것이 뭔지 생각해주시길,이 기업은 1년 후      비슷할 것이다.,이 기업을 추천하지 않습니다.,20,60,20,60,40
하이브,미디어/디자인,전문직,전직원,서울,2021. 01,"일 하나는 진짜 많이 할 수 있는 곳. 급성장하는 회사로 정말 바쁘고, 그만큼 빨리 배우지만 정말 지치고 힘들 때도 있음. 엔터쪽에서는 커리어상으로 가장 좋은 곳일 수도 있으나 버티기가 힘듦.","글로벌 시장에서 영향력 있는 아티스트 보유(->기회가 많아짐), 원천 콘텐츠 제작 능력이 높음, 회사 내에 직무에 도움 받을 수 있는 팀이 많음","개인 시간이 아예 없음, 회사에 팀은 많은데 그래서 누가 무슨 일 하는지 모르겠음, 회사는 매일 커지고 아직 시스템 완성 전이라 혼란스러움, 뉴비가 자리 잡기 힘든 곳임, 인간적인 유대감 부족한 편, 출퇴근 자유고 무제한 연차 휴가지만 눈뜨면 일하고 입사 후 제대로 쉰 적 한 번도 없음, 열정이라는 단어로 본인 시간 하나 없이 일 위주로 사는 게 당연시 되는 분위기",직원들이 열정적으로 일하는 것을 높이 사고 그만큼 보상도 많이 해줬으면 함,이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천 합니다!,60,40,20,60,40
하이브,미디어/디자인,디자인,현직원,서울,2021. 01,외부에서 보는 시선과 내부에서 겪는 경험 간의 괴리감이 심하다,소속 아티스트의 네임벨류다른 엔터에 비해서는 좀 더 대기업 흉내중,고인물 썩은물들의 대잔치대기업으로 가고싶어하나 인프라가 안받쳐줌,"내부 크고작은 문제, 쉬쉬되고 있는 문제들좀 잘 들여다봐주세요",이 기업은 1년 후      비슷할 것이다.,이 기업을 추천하지 않습니다.,40,60,60,20,20
하이브,미디어/디자인,디자인,현직원,서울,2021. 01,"자유로문 문화를 지향
아이돌문화를 좋아한다면 추천","근무시간, 연차사용, 복장, 언어등이 자유롭고 
의사소통이 수평적이어서 초기 적응이 편하다.","업무 진행 중 홀드되거나, 취소되는 경우가 많고, 사업기획을 알 수 없이 진행되는 일이 많다.","부서간 정보공유가 제한적이고, 사업 방향에 대해 혼란을 느낄 때가 많다.",이 기업은 1년 후      비슷할 것이다.,이 기업을 추천하지 않습니다.,80,60,80,60,40
하이브,미디어/디자인,디자인,현직원,서울,2021. 01,빠른 성장과 함께 많은 잡음도 생기는 곳. 시설은 좋아지나 이상한 사람들이 많아짐.,"항시 먹을거리 지원해줌(도시락, 빵, 아이스크림, 음료수), 기본적인 복지(헬스장, 수면실, 안마기 등), 재택근무도 함, 자율출퇴근제, 무제한 연차",업무 체계가 없고 능력없는 직책자 많음. 레퍼체크 좀 하고 사람 뽑길.,"개편한다고 팀장들이랑 이야기 하면 뭐하나요, 팀장들이 능력없고 문제가 많은데. 이제라도 팀장부터 레퍼체크 해보시길.",이 기업을 추천하지 않습니다.,이 기업을 추천하지 않습니다.,40,80,80,80,40
하이브,미디어/디자인,개발,현직원,서울,2021. 01,"신기술을 많이 도입하는중이고, 많은시도를 해볼수 있다.","연차 눈치안봄, 신기술을 많이도입중이여서 새로운시도가능
연봉 많이주는편
일과관련된 비용사용에 매우 관대함","수습기간6개월의 불안함 
잦은 회의의 불편함
야근이 잦다",직원들의 이야기에 조금 더 귀를 기울여주길 바랍니다,이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천 합니다!,60,80,60,80,40
하이브,미디어/디자인,기획/경영,전직원,서울,2020. 12,"복지와 처우가 괜찮음, 시스템을 만들어 나가는 단계라 시행착오가 많음","카페테리아, 헬스장, 샤워실, 안마기 사용 가능 
무제한 연차, 수평적인 문화, 컬쳐데이 등","복잡한 사업 구조와 많은 업무량
직원채용이 오래걸림
경영진은 실무자의 업무상황을 고려하지 않고 의사결정 내리는 경우가 많음",경영진의 의사결정이 빠르게 되었으면 좋겠다,이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천 합니다!,40,80,20,60,40
하이브,미디어/디자인,미디어/홍보,전직원,서울,2020. 12,덩치만 큰 실속없는 회사. 그 덩치를 감당하지 못할 것으로 보임,"좋은 사옥, 값싼 사내 식당 그리고 BTS 뿐인 회사입니다.","규모에 비해 주먹구구식으로 업무 처리하는 일이 다반사입니다. 
의장이 동종업계 종사자들보단 타 업계 인사들을 선호하다보니 
업계 동향을 하나도 모르는 무능하고 곤조만 있는 리더급 관리자들이 많습니다.",주식 좀 제대로 관리해주세요. 언론플레이 그렇게 하는 거 아닙니다.,이 기업을 추천하지 않습니다.,이 기업을 추천하지 않습니다.,20,60,60,20,20
하이브,미디어/디자인,미디어/홍보,전직원,서울,2020. 12,함께 해서 즐거웠지만 거기까지였네요...죄송합니다.,이쪽 분야 업계에서 일하고 싶었던 분들이라면 한 번쯤 들어봤을 법한 유명회사에 취업했다는 느낌을 줄 수 있음. 방탄소년단 덕에 이름을 아는 사람들이 꽤 있다.,야근 근무가 너무 잦다. 잦아도 너무 잦다. 그리고 잡무가 많아서 일하는 게 너무 힘들다. 사내에서 맛있는 간식 좀 비치해뒀으면 좋겠다. 너무 굴리는데 보상이라도.,너무 해외 쪽만 생각하는 느낌이 든다. 시국이 시국이지만 그래도 국내를 좀 챙겼으면 하는 바람.,이 기업은 1년 후      비슷할 것이다.,이 기업을 추천하지 않습니다.,60,60,60,60,60
하이브,미디어/디자인,기획/경영,현직원,서울,2020. 11,사람이 좋은 회사. 물론 그게 위는 아님.,"무제한 연차, 업무시간 외에는 연락하지 못하도록 설정되어있음. 자율 출퇴근. 괜찮은 인센티브",정책이 손바닥 뒤집듯이 바뀜. 대표가 놓지 못하는 몇몇 분야들은 대표의 컨펌이 나지 않음. 바쁘면 믿을만한 리더를 앉혀주었으면...,최근 여러 이슈들로 인해 퇴사자가 속출하고 있는 상황. 그냥 넘어가려고 하지 말고 확실한 솔루션을 제시했으면.,이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천 합니다!,40,80,60,100,40
하이브,미디어/디자인,서비스/고객지원,현직원,서울,2020. 11,CEO의 마인드가 너무 좋고 사업방향성을 봤을 때 신뢰가 가는 기업,"자율출퇴근제 , 빵, 음료,,,, 말고는 뭐가 있을까..?","업무의 우선순위도 없고 타당성도 없고 ..
연차무제한인데 바빠서 연차도 못쓰고 눈치주고.. 
자율적이고 수평적이라 하지만 내가 속한 조직이 어떤 분위기냐에 따라 엄청난 수직구조일수도있음.",직원들의 의견을 좀 더 많이 들어주세요.,이 기업을 추천하지 않습니다.,이 기업을 추천하지 않습니다.,60,60,60,60,60
하이브,미디어/디자인,마케팅/시장조사,현직원,서울,2020. 10,프로세스가 있는 게 거의 없어서 뭐하나 하려면 엄청 오래걸림 그래서 생각보다 일은 많은데 시간재촉하진 않아서 군대문화 기업보다는 할만함. 근데! 사람 자르는건 편하게 얘기하는 곳인듯 싶어 몸은 사려야함,복지 늘리는 중. 서로 나이스하게 말하는 문화 때문에 빡칠때 막말은 서로 안함,근데 이상한 사람들이 많은데 이건 뭐 어딜가나 있어서..... 프로세스만 성립되면 성장가능성 있는 곳임,회의... 진짜회의 좀 줄여주세요...,이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천 합니다!,100,60,40,80,80
하이브,미디어/디자인,개발,현직원,서울,2020. 09,성장하는 기업입니다 다만 아직은 시스템화가 안된부분이 많아요,자율출퇴근제라고 하는데 부서마다 상이함(저희는 아님ㅜ)이것저것 크리에이티브한 이벤트나 행사많음최근상장으로인해 빠르게성장함,6개월 수습제도로 인해 근로안정성저하시스템 미비등으로 인한 업무효율성 저하최근 성장한 회사라 사내복지가 많이 부족함,상장도했으니 직원들 처우 팍팍 올려주세요타 회사들처럼 사내복지도 더 늘리면 좋겠습니다,이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천 합니다!,60,60,60,60,60
하이브,미디어/디자인,미디어/홍보,현직원,서울,2020. 09,"복지가 우수한 편이며, 본인이 업무 관련으로 하고 싶어하는 일들이 대해서 잘 들어주고 진행이 쉬운편(부바부)",연차 사용에 대한 부담이 없으나 쉰만큼 책임지라하는 압박이 있음 복지가 타사에 비해 우수한편,위에 기입되어 있으므로 참고 부탁. 회사 차원의 복지를 본인이 주는 혜택이라고 참고하는 헤더들이 있음,회사 신규 사업이나 현황에대해 공유 해주면 일하는데 동기 부여 될 듯함. 마치 가족 이야기를 옆집 철수집에서 듣는 기분,이 기업은 1년 후      비슷할 것이다.,이 기업을 추천 합니다!,60,80,40,80,60
하이브,미디어/디자인,기획/경영,전직원,서울,2020. 09,어수선의 끝판왕 살아남기위한 끝없는 서바이벌 경쟁능력없으면 권고사직,회사돈이많아서 사람귀한줄 모른다 바꾸면 되니까 ~ 또 뽑으면 되니까~진짜 능력 인재들이 많다 (엔터계가 아닌 사람들의 대거 유입),"그많은 인원이다들 뭘 하는지 바쁘긴한데 제대로 되는건 없고 꼰대들의 잔치속에 살아남기위해 여우짓하기바쁨그래서 진짜 능력있는 사람들이 빛을 못보는 회사능력이 없거나, 정치질을 못하면 낙오",중간 관리자가 있어야합니다실무를 들여다볼 수 있도록 중간관리자들을 신중하게 뽑으세요,이 기업을 추천하지 않습니다.,이 기업을 추천하지 않습니다.,60,80,60,20,20
하이브,미디어/디자인,마케팅/시장조사,현직원,서울,2020. 09,부서별 편차가 크겠지만 대표자가 수평적인 기업을 지향하며 비교적 수평적으로 커뮤니케이션이 가능.복지도 점점 나아지는편,"재택근무 가능, 최근 건강검진 지원, 통신비 지원 등 복지가 늘어나는 추세. 물론 대기업에 비하면 복지가 좋은 편은 아니지만 성장 가능성 있음",결국 결정권은 수직적으로 이루어짐. 인원이 늘어나로 분사가 많아짐에 따라 조직에 혼선이 많이 생긴다.,성장 가능한 회사를 이루기 위해 수직적인 구조를 점점 바꿔나가면 좋을 거 같습니다. 육아 적인 복지가 생기면 좋을 거 같습니다.,이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천 합니다!,60,60,60,80,60
하이브,미디어/디자인,마케팅/시장조사,전직원,서울,2020. 08,업계에서 제일 잘 나가는 회사 규모가 큰 만큼 다양한 업무를 경험할 수 있다,"무제한 연차, 좋은 시설과 복지 엔터업계 최고 회사를 다니고 있다는 자부심을 느낄 수 있음",사람이 너무 많이 들어오고 나감. 체계를 찾아보기 어려움. 많은 일들이 빠르게 바뀌기 때문에 신입은 적응하기 힘들다고 느낄 수 있음,신규 직원에 대한 배려가 더 필요할 것 같다. 업무에 대한 상세한 인수인계나 적응을 위한 기간을 주면 좋을 것 같음,이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천하지 않습니다.,20,100,20,20,40
하이브,미디어/디자인,미디어/홍보,전직원,서울,2020. 08,"지유로울 것 같지? 노노노 절대 보수적인 기업이다, 엔터인데..",좋아하는 연예인을 볼 수 있다는 거..그거 외에는 모르겠음,엔터는 다 똑같은 거 같음 연봉이 너무 작다. 뼈빠지게 고생하는데,합리적인 복지 직원위한 복지 많이 부탁 합니다 연봉이 작으면 그거라도 있어야 해요,이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천하지 않습니다.,40,40,40,40,40
하이브,미디어/디자인,기획/경영,현직원,서울,2020. 08,재택근무 넘 좋음. 앞으로 성장이 더욱 기대되는 회사,"1.   재택근무
2.   풍부한 먹거리
3.   무제한 연차
4.   상장이 기대됨","1.   업무량 많음
2.   변수가 많음
3.   다들 바쁨",앞으로도 음악 생태계 혁신을 위해 잘부탁드립니다.,이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천 합니다!,80,80,60,80,80
하이브,미디어/디자인,디자인,전직원,서울,2020. 08,엔터테인먼트 산업을 이해하고 배우기 위해 좋음.,성장중인 회사라 배울 점과 내 능력을 발휘 할 수 있어 좋음,"성장중인 회사라 아직 체계가 부족
BTS 의존도가 높아 여러 아티스트로 분배가 필요","경영진의 빅피처를 달성하기 위해 체계를 잡아주셨으면 좋겠습니다.
새로 들어온 인물들 중 기존 엔터 회사에 있었던 고인물들로 인해 신입 또는 경력직으로 이직하신 분들이 빛을 못 보고 있습니다.",이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천 합니다!,40,40,40,20,60
하이브,미디어/디자인,기획/경영,전직원,서울,2020. 07,"신입이 입사해서 여러가지 일을 경험해볼 수 있는 곳, 이제는 결코 작지 않기에 경험을 쌓기 좋은곳",업계 트렌드 리더로 여러가지 경험해보기 좋음 신사옥 지어서 건물 뽀대남,내가 일할 때는 아직 크지 않았던 때라 전문성 보다는 여러가지 일을 다양하게 했어야 됐음,신규사업추진도 좋지만 벌려놓은 일들 잘 진행해서 수숩할 수 있도록,이 기업은 1년 후      비슷할 것이다.,이 기업을 추천 합니다!,80,60,60,60,80
하이브,미디어/디자인,디자인,현직원,서울,2020. 07,비교적 엔터에서 경험할 수 있는 다양한 일을 할 수 있다고는 생각되나 여러 이해관계가 많아 탑 다운 업무 방식임,"연차가 무제한입니다 (팀바팀으로 눈치보이는 곳도 있다고함), 정해지지 않은 출/퇴근 시간",경력직에게도 6개월 수습 적용함 면수습 후 최종 합격인지 탈락인지 통보해줌 = 6개월간의 고용불안,빅히트 dna를 경영진 리더들도 항상 인지하고.. 힘내쥬세여,이 기업은 1년 후      비슷할 것이다.,이 기업을 추천 합니다!,60,80,80,60,60
하이브,미디어/디자인,미디어/홍보,전직원,서울,2020. 07,회사 이름만 보면 좋은 스펙이 될 수 있으나 업무적인 부분을 보면 도움이 될지 의문,"자유로운 출퇴근시간과 카페테리아, 피트니스 등 각종 휴게 공간이 잘 구성되어 있다. 사원들끼리 수평적인 구조는 좋음.",사원수는 많으나 업무 떠넘기기 하는 사람들도 많아 정작 일을 하는 사람은 몇 안되고 팀에 따라선 업무롤도 제대로 정리가 안되어 있는 경우도 있었음.,"인사 규정 만드는 것만 신경쓰실게 아니라 정말 사원들이 그걸 지키고 있는지, 왜 계속 퇴사하는지 살펴보실 필요가 있을 거 같네요.",이 기업은 1년 후      비슷할 것이다.,이 기업을 추천하지 않습니다.,40,40,20,20,40
하이브,미디어/디자인,디자인,현직원,서울,2020. 07,아티스트로 인해 기업의 이미지나 인지도는 좋으나 빠르게 성장하다보니 시스템이 받혀주지 못함,기업의 분위기를 만들어가는 노력이 보여집니다. 연봉이나 처우는 평균이상입니다,"단순보고용 업무가 빈번하게 많고 무제한 연차지만, 실제로 사용하기 어려울 정도로 업무가 많아 무용지물",거대하게 몸집을 키우기보다 내실을 다질 필요가 있다고 생각합니다,이 기업을 추천하지 않습니다.,이 기업을 추천하지 않습니다.,60,60,40,40,40
하이브,미디어/디자인,금융/재무,전직원,서울,2020. 07,외형은 커졌지만 실질은 아직 구멍가게 수준인 곳1000명 넘게 채용 한다고 하지만 100명 관리도 하지 못하는기업,업종 특성상 나이 많은 아저씨 할배는 없음젊은 꼰대만이 존재할뿐,무슨 일을 하든 체계가 없어 하나부터 열까지 전부 혼자서 하는 느낌 자율화를 빙자한 팀간 개인간 떠넘기기 나몰라라,진심으로 단순한 엔터를 벗어나 다각화를 하고 싶다면 규모 뿐만 아니라 내실부터 다지면서 나아가야 할듯,이 기업을 추천하지 않습니다.,이 기업을 추천하지 않습니다.,60,40,40,40,40
